compound_id	LogS
412162521	-2.6432618239
161002727	-0.3235268543
833532272	-1.7677385178999998
962746981	-3.7259038203
571656962	-4.5881768419
667376994	-2.6876302374
790679502	-1.5169635388
199508939	-1.7662055678
750599866	-0.4642868095
236013482	-1.6861579246
389411866	-2.0085884627
659182056	-1.6290322311
623639701	-1.6630244633000002
363964218	-1.6904508209
874156159	-2.7330206215
820827792	-3.6244813037
834760485	-3.9003349932
863649001	-3.556228502
893228525	-3.7048974167
952851176	-3.7185037648
202651114	-3.6976259568
858925067	-3.7602414897
142948502	-4.6529288002
500919046	-4.7309406924
304607118	-4.6195835711
237250916	-4.9450169862
658338391	-4.9185665359
894020043	-4.635481621399999
760746147	-4.5007459195
237834175	-4.6532020914
798876283	-4.4715404278
175565600	-4.6803670486
186793838	-4.6267485225
170707035	-5.0220270242
110164913	-4.8205954965
309595366	-4.7401771795
550533242	-4.6835903829
274889088	-4.7342962454
219033494	-4.8603775493
571946337	-4.8916555333
324030150	-4.7018118295
895059876	-7.2319734263
411335826	-4.6928315029
458828827	-4.7940381830000005
290148069	-5.1134043257
181654324	-0.5865603256
932398950	-2.5767203524
189695730	-2.7446854432
182973406	-0.4396098786999999
395742841	-1.6718324141
387900466	-1.7295012251
365306631	-3.5877591379
498095829	-3.7036943449
685363728	-3.9583461947
392956903	-3.6974484249
198141853	-2.6105517594
649430155	-1.7648130029
983398077	-2.7226339225
441991419	-4.9437379631
290773608	-1.7293168462
880021278	-4.1057301532
234075528	-1.9807853884
365681064	-1.4850227408
594306224	-2.6568927779
636706206	-2.7647010816
414062231	-3.6518876662
909228738	-3.6312380365
788620252	-2.8774727952
398476224	-2.6724024043
904784871	-2.7142946902
791367052	-3.6132495633
195720081	-3.937488879
760906401	-3.9550420009
508760842	-3.7024520783
516707531	-1.7920737105000002
497335429	0.8843659201
481304657	-2.830470194
367446917	0.1236633717
698203257	-2.7902167817000003
814276906	-3.5673681389
273106774	-3.8681538696
785629364	-3.9560819473
130572856	-2.672674663
576274519	-2.8359048818
919601402	0.2936043702
928768629	-2.8193366955
457703368	-2.7681111795
138279669	-3.7597030757
994188307	-2.6475372328
123467404	-2.6917536232
843661901	0.2877472964999999
536677392	-3.0213590642000003
338195972	-2.8742257802
812314840	-0.490652149
776799350	-1.6969729899
601158555	-2.8164963969
551414962	-3.8986556211
397313923	-3.7276952246
537946042	-3.7423730992
703516428	-3.9037320907
168105346	-3.8838494997
273402956	-6.4511045339
755719741	-3.5462434596
959891087	-3.7960463334
623153764	-3.7917820609
874984186	-3.86580004
289022026	-2.9287991689
770946188	-2.5105450102
762014866	-2.8204043469
144500126	-2.7764329492
720818363	-1.3147228436
106561936	-2.6942897822000003
721447007	-2.7506819237
307446972	-2.6677709688
183115435	-4.3707014658
740225004	-3.9191737976
251595295	-3.7461507617
195908451	-4.5661230993
359106092	-3.8026769123
419384344	-3.0959725365
713923774	-4.0635303796
627947599	-4.0879587895
446963477	-0.8283051545000001
506774675	-2.8588087212
538607693	-2.7132509977
265101089	-2.6532064055
104352004	-2.7325883752
600828711	-0.9331685906
635283836	-2.8026246384
958160195	-1.7471686412
960159138	-2.0700509817
428165538	-2.8772524161
637350186	-3.8031812605
547172430	-3.796856222
406883282	-3.7694416506
524099686	-3.863274879700001
303230246	-2.8302990647
749847162	-2.7067344575
974098810	-2.7010952437
139737041	-1.8195435039
573480702	-1.4450110492
771321861	-2.8799222949
313095930	-0.691340871
977612262	-0.4681010618999999
248482267	-0.4681010618999999
466615029	-1.4612448391
186924680	-1.6538265258000002
331406085	-1.7459071723
141654279	-3.7396436363
373827278	-2.7354179060000003
130362405	-2.8497223519
668238414	-2.6375931207
840171297	-3.7156062333
509299483	-3.9512810281
224220083	-3.8157769203
300096845	-4.7135873776
154381598	-5.1858488331
942441643	-5.0664023631
595059118	-4.6451400046
240657673	-4.6324209502
296113219	-4.96733793
942240963	-4.458990177
315814966	-4.7775740697
714205375	-4.9587331394
570557923	-4.6925039386
749864784	-4.6925039386
332066332	-5.1084204387
278496165	-4.9957539374
793011904	-4.9857232877
686711442	-4.8207960263
972126798	-5.4935852535
297872604	-5.0152363724
783758644	-4.8105849842
213498506	-5.010576791
353734816	-5.0206378696
681658414	-5.0982221528
994001215	-4.7652682741
554000251	-4.9367254155
689733597	-4.8708662082
212607890	-5.1125700507
245746852	-5.1704010781
788892061	-5.0705134819
431912696	-5.0622701458
819399708	-4.8059741607
230565686	-4.6808820955
375507229	-4.9156499936
600548791	-4.8148101896
582523482	-4.9608754545
337236123	-5.0064289581
927544508	-5.0846644385
920090252	-4.892804854
910188871	-5.3942922935
492603227	-4.8865490032
924222599	-5.3110386285
338488956	-2.8258731416
450372307	-2.8195043204
185389496	-2.7343475301
975770572	-2.8569254583
211007294	-2.7782267945
152282976	-1.7306186153
730303262	-3.1323831914
100740502	-3.0495421403
835013125	-1.6020599913
988952283	-2.825819918
961032543	-2.5552696161000004
344510057	-3.7554210341
657714838	-3.8614246907
136576972	-4.849542252
308753638	-3.8432685623
327080594	-3.7255255026
303286749	-3.8305001771
218566930	-3.7935760497
974774580	-0.6479837034
501289338	-1.7642022678
480603935	-1.7160179957
503041585	-2.9792447784
811631586	-2.7927245342
662709971	-6.6925825623
112870009	-0.2351938248
261409197	-2.7493446847000005
147852267	-0.8951600114
759714995	-1.8297447369
275886678	-3.1121092438
999513543	-3.0888344498
331760284	-3.8427464064
133513171	-3.9093070505
238826523	-3.1032621252
375774461	-3.9356925608
999311403	-1.4534068203
668780947	-2.3189749133
624362566	-2.7612722995
948466264	-2.7964187192
455861498	-0.5256786207
124593931	-1.6216647134
173323749	-1.6520779355
934971073	-3.7601070667
449928029	-4.3588570696
988963343	-3.7755457257
867162035	-4.0576928644
577921250	-3.0625087471
568232022	-2.1054831912
383500077	-3.0021546468
674609779	-1.7566476759
296758975	-2.3290690398
327475370	-0.8176814122
691965846	-0.6229628479
945251693	-4.8438678664
995600231	-4.1492593891
169627346	-3.7919361419
497087404	-3.8458299965
785635472	-1.7720804309
511678993	-2.8480980227
217705579	-0.8997243446
867806040	-2.9226200497000003
391063014	-0.2262726911
417869952	-2.2047232328
771371504	-1.7134804626
643296865	-1.7531263116999998
148448594	-3.0824090581
715997303	-4.086559757
436669172	-3.8089694812
544506126	-4.1564425332
178738084	-2.6890833932
873176346	-2.9191416399000003
386581664	-5.0291347649
460604545	-2.8232791914
995860656	-2.749354496
415770200	-2.8118286729000004
586799861	-2.7852565821
576816406	-2.969024542
219328546	-1.8467055699
996359262	-1.7963921827
120879893	-1.8944614494
722128067	-4.0179591997
688992176	-3.8064830067
470140306	-3.9716884266
969322081	-4.0549767292
959366027	-1.7107562487
466588281	-2.779325494
834147404	-3.2037371554000003
470469037	-1.2046860906
328334784	-2.9839461582
754520872	-2.8611137345
226702343	-3.4001753553
764371975	-0.8723707236
259175969	-1.9153264103
760092474	-3.9764017843
202539527	-3.882202908
260751778	-3.9207588975
639625604	-4.1227687236
609011901	-3.7586078484
907952502	-4.3079108614
144514151	-3.931170339
567348658	-3.9853522661
265902924	-4.0436629248
556173997	-2.8473301434
112962046	-0.0072656636
231790176	-3.0410647254
964120725	-2.0159485066
212590962	-3.1795029693
767446653	-2.8846346488
702009692	-1.7858311962
297426503	-0.7480293677
145523676	-0.6027996358
809847791	-1.8832793564
725167849	-1.7584817871
434057719	-3.314476262
777445473	-4.0127821042
595227905	-3.9337357827
905871885	-3.8935675896
477114740	-3.8454729507
626115878	-1.706753006
941836757	-6.6672950838
769196699	-1.8934476814
336478118	-2.9987958883
577555873	-2.9976655605
162488821	-2.9274884417
784159089	-2.9027228224
747997734	-3.016846171
416676124	-1.937833911
697253746	-3.045838317
844876899	-1.860061225
613064115	-1.5594220963
698609986	-1.8117983509
368910403	-2.9180054187
634767520	-0.0310204156
730468426	-3.8931862
520004768	-4.6112212345
161407201	-3.992248354700001
734469125	-1.7665284956
396735744	-3.0470399572000004
467557541	-1.8691073865
360220270	-1.769197233
235647048	-1.8076460763
171462680	-3.0203942687
313293200	-0.7541456686
244540029	-1.9111656018
107027552	-2.7104892768
376883680	-3.3290743264
195843625	-3.2256490876
790514072	-2.5735793664
633778709	-4.2250037793
600606969	-4.2262342969
834516123	-2.854511354
888523054	-3.9301744515
292571683	-4.5936830655000005
152796734	-4.6704052705
911261246	-4.8831871131
497225853	-4.448167714599999
232924960	-4.8439277143
338678265	-4.7823935551
705671782	-5.1332331523
744475251	-4.9878258088
217197738	-5.0237548039
718229817	-4.9755135023
194709401	-5.1553472856
339651616	-4.9372094561
426373736	-4.9417913147000005
688068897	-3.4351686053
570253046	-5.0452642864
687731590	-5.082600348500001
351326657	-5.3942867121
165355059	-5.3065828462
917022495	-5.022602512200001
173390471	-5.0561178371
971249147	-4.953059618999999
659820941	-4.7986506454
651083135	-4.9542967929
272214684	-4.688326948
458368911	-5.0876626154
140151837	-5.1305146868
721467202	-5.1145685291000005
429664239	-4.959305966700001
978247997	-5.0543936585
363900883	-5.463097207000001
398949728	-5.440787474
174163770	-5.1898813447
481555666	-5.0237764060000005
814707688	-5.4383706051
197908218	-5.1765101856
857953442	-4.7863829333
795517982	-5.0439330965
954599776	-4.9857583021
620952753	-5.3087460931
355331836	-3.6623544532
881087534	-4.3331923932
686260819	-5.0007940326
902593577	-5.1866018088
419306004	-4.8730792601
505144056	-5.1559612143
653393192	-5.0458782076
831031416	-5.1560946306
705183486	-5.0896861436
648926898	-3.2602593536
475733240	-3.0334483747000003
773033718	-2.8700736410000003
557027849	-3.0592783722
376495484	-3.5425873869
749210240	-1.8219317146
850613722	-2.8887982833
557298325	-4.875700653
559965947	-3.0976097488
538119498	1.5823133383
802598293	-1.3767469152
972398070	-1.7233908536000002
384977569	-2.0737299237
816459895	-1.4374417919999998
895128998	-3.172023424
913485861	-4.6744729174
967053099	-4.1714457851
788983143	-3.6533405182
655218015	-4.524775941100001
418768553	-3.9891678317
525148485	-4.0287937791
740608966	-0.9524550039
344660247	-3.1565006621
209393622	-2.9682045412
321797415	-0.7982097075
804815135	-3.0052489876
695774757	-3.0091456414
223001016	-1.9026536597
181673047	-3.0148095518
864733340	-2.2130969417
850417316	-3.0061212915
458365762	-3.0492180227
403722250	-2.9328521233
865035988	-3.0802067631
562412816	-3.0466584175
387054622	-1.9401514115
970350723	1.0371672978
505327356	-0.4405855136
769982670	-2.005111367
332833723	-2.710838239
750956341	-3.1070289759
160661881	-4.0165337106
510632944	-3.9891177261
645125619	-4.2870640225
239270006	-4.4077469895
501910577	-4.0301641261
930906826	-4.1912351395
380769387	-4.0304470853
393909166	-4.014709734599999
966437275	-4.3767049743
656868257	-4.003482074
638738504	-4.6745621224
399998788	-4.037430925
548738208	1.0777960404
821482735	-3.2628695302
981370977	-1.9409970697
812071713	-0.3038119023
175054014	-3.0173250803
941347854	-3.2033373628
418849101	-0.8786253202
813086891	-1.9771384819
669580605	-2.9320403696
636042325	-3.0130467638
824701732	-2.4023932811
341779468	-1.9472895459
437381813	-4.1933811426
156420214	-4.0976122125
542407762	-4.116871778
192760037	-4.125654351600001
999075967	-3.2522133148
466284300	-2.9303113789
915133539	-3.040285322
990797337	-2.5192483347
587711461	-2.1105897103
691256961	-3.187166345
400525036	-1.3972424196000002
146766761	-2.8191677601
580605803	-2.8191677601
135554871	-1.974517726
370645815	-3.0797644375
400445120	-3.0798638184
811994664	-4.0452878346
480998065	-4.2747784981
682041778	-4.090187912699999
202633120	-3.9901601094
259291610	-4.0559608323
121008660	-4.365622838
114062900	-4.7884242194
616309441	-4.0270844645
636108752	-4.1541956574
699711673	-4.3744000378
368441396	-4.0799654344
177614169	-1.0022923277
119409683	-1.2298486435
914815198	-1.9355008883
846675776	-2.8328690378
620025087	-2.1115375925
186543402	-3.8745968837
553154607	-3.6026675784
659787925	-3.2854336032
730497377	-3.164147933
198419713	-3.0091327736
584952153	-0.0813040923
181957926	-3.0033599893000003
882788602	-3.1547687559
357649548	-4.095938730199999
962252912	-4.1979376007
154132754	-4.1887477927
840752333	-4.4927855243
950133464	-2.4514194624
902335212	-3.2000007811
115506906	-2.9887953027
955758291	-3.2211356868000003
434038311	-2.1575163863
807762018	-1.7878458675
678129023	-1.9916598479
720026127	-1.9220736974
347815461	-3.1793123652999995
122504934	0.935222717
549548256	-1.6427862658
467268194	-1.9688182578
569516415	-3.4036850425
376443123	-3.0741522071
445313518	-1.0333232127
626513921	-2.0840678994
740612384	-3.1378557654000003
993786782	-3.0361524841
846029029	-3.0130118711
369961223	-3.2626917327
437153136	-4.3324994616
203593650	-4.2616951793
842023162	-4.2393931239
359974304	-3.9729302572
338848811	-4.2100961015
837573801	-4.2253369782
306686917	-4.3430778582
539931905	-4.2008661255
554529398	-3.8459348013
146264499	-1.0393798776
937679646	-1.2604846902
270092498	0.1852603514
597199839	-3.0885648226
202217159	-3.1174443354
151254013	-3.1174443354
863376021	-1.2318564393
204264210	0.0752827195
347812782	-3.0698306477
659442092	-2.8477212054
544678875	-3.0555996074
255004041	-3.2288979848
502036813	-3.1588329057
174236415	-2.2076497234
958849087	-1.5399557687999998
351865239	-0.8457609068
346734011	-3.1195968677
800463741	-4.1004353388
884236498	-4.187455475
277350273	-4.333139569
954474836	-4.1734842136
197490894	-4.2461281993
712111593	-4.3048554438
645815606	-4.4379626594
214365907	-3.2553454425
893518491	-1.9972521926
576399354	-3.2230398856
833139512	-0.9882911293
849746780	-0.1074921693999999
787465224	-2.1135953878
313788599	-2.1798872233
916367469	-3.0721598007
445871692	-1.042878011
821925294	-1.070567643
897805579	-2.09612479
991745416	-2.0680942751
537246397	-3.2005181203
818692170	-0.6605427703
765553047	0.6609213970000001
175995353	-0.5243236254
331432658	-2.5527472821
398433746	-2.3069323017
334152965	-1.3364263766
464445354	-2.0485000681
895883029	-3.1309552762
606369971	-3.2696160575
844988789	-4.3219056885
532594505	-4.1466934911
984985770	-4.1342944341
221416589	-4.1706554665
391923095	-4.3237941723
642068269	-4.8187034651
640664287	-4.2579024627
198073140	-4.080623481
786480289	-4.4728088442
774870966	-4.5716709895
970169486	-3.5342880969
894374073	-3.104157036
878169711	-2.1855239105
240347837	-2.4057571965
762292136	-3.1515048921
943576049	-1.1448233011
730292808	-3.0813269237
438526145	-3.0080823215
504006914	-2.1531779235
910653910	-3.5298030639
303856129	-3.0044671735
718027080	-3.2659206297
953012787	-2.0003579549
118493895	-2.1796827894
758122608	-3.1741873711
664481101	-2.8206093768
533595198	-3.2653422506
370392880	-3.4517905533999995
693644839	0.0362422138
342883075	-2.7224387153
517158585	-2.2740087187
865650731	-2.8845018574
295344949	-4.3838902648
292963499	-4.619923834
573016162	-4.281694517
938843381	-4.3135515372
426493025	-2.2613132646
854030411	-1.796002246
853449659	-3.51623781
238219842	-3.3249813225
478057546	-2.0829703418000003
341123931	-1.4238808493
276008453	-3.2586779358
466238746	0.1514941879
925707551	-1.3156745209
723186307	-1.1161078312
453587894	-2.7116859389
315096449	-3.3224225356
958843149	-3.2045127381
444042555	-2.9676237394
427144316	-1.4690725372
764135096	-0.1536096917
711877585	-1.0522193787
616058248	-3.5452709716000004
231844484	-3.2503985577
949060166	-3.2864784846
428344393	-3.9794501756
667627781	-1.5390164423
965292751	-2.2929334424000003
986713428	-3.332762335
427228447	-3.1487064763
518089434	1.0127047417
134023431	0.9998306582
394438123	0.5292955703
149604930	0.7539645195999999
557163936	0.6452233386
559826094	1.0451691789
745417419	0.652738306
564137042	1.0357686635
715538988	0.6774520067
261283904	0.7806565243000001
531128101	0.8786634333
557774255	-0.4792340167
246135497	0.4683422926
264654420	-1.7675632436000002
860901391	-1.1822691023
410977588	-2.2627334080000003
901282757	-3.1794512484
292609218	-3.2069094899
829917785	-3.0687460001
259413276	-3.4088248510000003
398053395	-3.543437239
914351339	-3.3018240282
235112465	-4.5597626401
219846661	-4.3211402828
461205997	-4.6731215617
686832266	-4.296805043
743950846	-4.2018206695
148362909	-4.2909341502
319417745	-4.2850368969
956053969	-4.0232731502
304403719	-4.2973358545
139496721	-4.4617160697000005
511986674	-4.5666142382
382588477	-4.65844166
858272320	-4.4691448782
148379399	-5.3356859318000005
580892701	-4.9847464515
184933404	-4.8040109101
864751732	-5.3094071365
573464291	-5.3792018861
467960107	-5.0994877858
352989922	-5.0994877858
978587959	-5.1720565184
758076904	-5.3958921156
740527621	-5.3250182341
137567794	-5.2503495118
996749404	-5.2385590319
220624354	-5.0353430041000005
811264211	-5.136722389
116293709	-4.875401753
493239717	-5.142612080899999
889855705	-5.2632246549
148525238	-5.2179508887
563414532	-5.4150412012
449785629	-5.3675853562
171677772	-5.0614595476
215165657	-3.2477605654
988870304	-5.4201521344
240443314	-5.8273288792
231123432	-5.4964129822
