compound_id	SMILES
287321319	CC1=CC[C@H]2C[C@@H]1C2(C)C
758719870	C[Si](C)(C)O[Si](C)(C)C
262243863	FC(=C)C(F)(F)F
613207677	O=C1Oc2ccccc2C=C1
658468452	CC(=C)C1CCC(=CC1)C
206512539	[Na+].CCN(CC)c1ccc([C+](c2ccc(cc2)N(CC)Cc3cccc(c3)[S]([O-])(=O)=O)c4ccc(cc4)N(CC)Cc5cccc(c5)[S]([O-])(=O)=O)c(C)c1
183180453	S=[W]=S
459158073	[Na+].[Na+].CC1=NN(C(=O)C1N=Nc2ccc(c3ccc(cc3[S]([O-])(=O)=O)N=NC4C(=NN(C4=O)c5ccccc5)C)c(c2)[S]([O-])(=O)=O)c6ccccc6
868092755	CC(=O)O[C@H]1C[C@H]2CC[C@@]1(C)C2(C)C
816663974	[Pb++].[O-][Si]([O-])=O
789120544	CCCC(=O)OC(C)(C)Cc1ccccc1
166772386	[Na+].[Na+].[O-][S](=O)(=O)c1ccc(N\N=C\2C=CC(=O)C(=N/Nc3ccc(c4ccccc34)[S]([O-])(=O)=O)\C2=O)c5ccccc15
310153226	CCCOCC(C)OCC(C)O
462448527	CC1(C)CC(CC(C)(CN=C=O)C1)N=C=O
329190383	CCCCCCCC\C=C/CCCCCCCC(O)=O.NCCNCCN
383090007	CCN(CC[n+]1ccccc1)c2ccc(cc2)N=Nc3ccc(cc3Cl)[N+]([O-])=O.CC([O-])=O
418332697	O=C(Oc1ccccc1)Oc2ccccc2
589361351	CCCCC(CC)C(=O)OC=C
730194419	CC(=C)C(=O)NCNC(=O)C(C)=C
987063900	C\1C\C=C/CC\C=C1
483564362	CO[Si](CCCN=C=O)(OC)OC
147154366	CCO[Si](CCCCl)(OCC)OCC
957955630	CCCCOC(=O)c1ccccc1C(=O)OCCCC
539523032	[Na+].[Na+].Cc1cc(C)c(c(C)c1Nc2ccc(Nc3c(C)cc(C)c(c3C)[S]([O-])(=O)=O)c4C(=O)c5ccccc5C(=O)c24)[S]([O-])(=O)=O
243660183	Oc1ccc(c(O)c1O)C(=O)c2ccccc2
804615095	CCCCCCCCC\C=C\CC1CC(=O)OC1=O
958727745	CC(C)CC(C)CC(C)\C=C(/C)C1CC(=O)OC1=O
934942321	CCCCCCCC\C=C/CCCCCCCC(=O)OCC(O)COB(O)O.CCCCCCCC\C=C/CCCCCCCC(=O)OCC(O)COB(O)OCC(O)COC(=O)CCCCCCC\C=C/CCCCCCCC.CCCCCCCC\C=C/CCCCCCCC(=O)OCC(O)COB(OCC(O)COC(=O)CCCCCCC\C=C/CCCCCCCC)OCC(O)COC(=O)CCCCCCC\C=C/CCCCCCCC
805144579	CCCCCCCCCC(=O)Oc1ccc(cc1)C(O)=O
274377856	CCO[Si](CCCSSCCC[Si](OCC)(OCC)OCC)(OCC)OCC
314548472	COc1ccc(\C=C\C(=O)OCCC(C)C)cc1
166508029	CCCCCCCCCCCCCCCC(=O)NCC(O)=O
254173901	C\1C\C=C/CC\C=C/CC/C=C1
294758406	CC(CCN(CCC(C)CC(C)(C)C)C(=S)S[Zn]SC(=S)N(CCC(C)CC(C)(C)C)CCC(C)CC(C)(C)C)CC(C)(C)C
803492660	BrCc1ccc(cc1)c2ccccc2C#N
701149909	CCCCCCCCCCCCCCCCCC(=O)OC1CC(C)(C)NC(C)(C)C1.CCCCCCCCCCCCCCCC(=O)OC2CC(C)(C)NC(C)(C)C2
163948230	CCCCC(CC)CNC(=O)CCCCCC(C)C
282121986	CO[C@H]1C[C@@H](O[C@@H](C)[C@@H]1O)OC2[C@H](C)O[C@H](C[C@@H]2OC)OC3[C@@H](C)/C=C/C=C/4CO[C@@H]5[C@H](O)C(=C[C@@H](C(=O)O[C@H]6C[C@@H](C\C=C3/C)O[C@@]7(C6)O[C@@H]([C@@H](C)C=C7)C8CCCCC8)[C@]45O)C
935778124	c1ccc(cc1)c2ccc(cc2)c3ccccc3
227995867	c1cc2ccc3cccc4ccc(c1)c2c34
471751061	CCCCOC(=O)c1ccc(cc1)C(=O)OCCCC
671769547	CCC(CC)CC1(CCCCC1)C#N
758856199	COc1ccc(cc1)N2CCN(CC2)c3ccc(cc3)[N+]([O-])=O
275183949	CC(C)CCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCC(C)C
690449352	CCCCN(CCCC)c1ccc2c(Oc3cc(C)c(Nc4ccccc4)cc3C25OC(=O)c6ccccc56)c1
950318411	FC1(F)Oc2cccc(C=O)c2O1
698187340	CCNc1cc(C#N)c(N)c2C(=O)c3ccccc3C(=O)c12
710468907	CCCCCCCC\C=C/CCCCCCCCNCCCN.CCCCCCCC\C=C/CCCCCCCC(O)=O.CCCCCCCC\C=C/CCCCCCCC(O)=O
346493716	CCCCC(CC)COC(=O)c1ccc(Nc2nc(Nc3ccc(cc3)C(=O)NC(C)(C)C)nc(Nc4ccc(cc4)C(=O)OCC(CC)CCCC)n2)cc1
647970590	O=[V]=O
734267172	[Cl-].CCCCCCCCCCCC[n+]1ccccc1
265032807	Cc1cccc(C)c1OCC(O)=O
810190855	CCCCC(CC)C(=O)O[Co]OB(O[Co])O[Co](OC(=O)C(CC)CCCC)OC(=O)C(CC)CCCC
754118701	[Na+].[Na+].OCC1=CC(=N/Nc2ccc(c3ccccc23)[S]([O-])(=O)=O)\C(=O)/C(=N/Nc4ccc(c5ccccc45)[S]([O-])(=O)=O)C1=O
862393540	CC(=O)c1ccc(O)cc1
577862457	[O--].[O--].[Mg++].[Ca++]
519901168	[Na+].[Na+].Nc1ccc2cc(c(N=Nc3ccc(N=Nc4cccc(C([O-])=O)c4O)c5ccccc35)c(O)c2c1)[S]([O-])(=O)=O
404979452	CC(C)=CCC\C(C)=C\C=C\C(C)=O
103487954	C=CN1CCN(C=C)C1=O
692003168	Nc1cc(ccc1O)[N+]([O-])=O
642518282	[Mg++]
672545303	O=[Ca]
916922492	[O-][N+](=O)c1ccc2NC(=O)Nc2c1
631168081	Cc1ccc(cc1)[S](=O)(=O)/C(=C/N2CC(=O)NC2=S)C#N
734578823	CCC1=C(O)C(=O)C=CO1
104047737	COC(=O)Cc1ccccc1
546415000	O.[Pb].O[S](O)(=O)=O
524765130	Cc1c(Cl)cccc1[N+]([O-])=O
156835548	[OH-].[OH-].[Ca++]
185589652	[Si+4].[Si+4].[Si+4].[O-][P]([O-])([O-])=O.[O-][P]([O-])([O-])=O.[O-][P]([O-])([O-])=O.[O-][P]([O-])([O-])=O
557550240	CCCCCCCl
726576524	CC(=C)C(=O)OCC(F)(F)F
111975873	[O-][N+](=O)O[Bi](O[N+]([O-])=O)O[N+]([O-])=O
864895838	CCCCCCC(C)=O
664108860	CCCCC/C=C/CC(CC(O)=O)C(O)=O
150118808	CCCC(CCC)(C(O)=O)C(CCC)(\C=C\C)C(O)=O
801975890	C[C@H]1CC(=O)C=C2CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@@]12C
622679137	[Na+].CC\1=Nc2ccccc2C1=N/Nc3cc(Cl)c(cc3Cl)[S](=O)(=O)NCC[S]([O-])(=O)=O
416934274	CC(C)(O)C(=O)c1ccc(Cc2ccc(cc2)C(=O)C(C)(C)O)cc1
592830188	[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Ba++]
258705372	C=CC(=O)OCC1CCC2C3CC(CC3COC(=O)C=C)C12
956799847	O=C(Nc1ccccc1)Nc2ccccc2N[S](=O)(=O)c3ccccc3
375167074	[O--].[O--].[O--].[K+].[K+].[Ti+4]
958616074	CCCCC(CC)COC(=O)C=C
552304566	[Zn++].CCCCC(CC)CO[P]([S-])(=S)OCC(CC)CCCC.CCCCC(CC)CO[P]([S-])(=S)OCC(CC)CCCC
436680800	CC(=O)OC1CC2CC1C3CCCC23
923933417	CCS
779192402	CCCCC(CC)COC(=O)OOC(=O)OCC(CC)CCCC
657500886	C[C@H](CCC=C(C)C)CC=O
155491266	CC(C)[C@@]12CC[C@@](C)(O1)[C@@H](O)C2
758760007	CC(C)c1ccc(CCC=O)cc1
192749799	CCCCBr
416450992	[Na+].CCCCCCCCCCCC(=O)N[C@@H](CCC(O)=O)C([O-])=O
320591670	CCCOC(C)OCCc1ccccc1
112327951	COC(OC)C(C)(C)CC=C(C)C
197663877	COC(C)(C)C1CCC(=CC1)C
603133585	[Co+3].CCN(CC)c1ccc2c(c1)[o+]c3cc(ccc3c2c4ccccc4C(O)=O)N(CC)CC.CC(C)OCCCN[S](=O)(=O)c5ccc([O-])c(c5)N=Nc6c(C)nn(c6[O-])c7ccccc7.CC(C)OCCCN[S](=O)(=O)c8ccc([O-])c(c8)N=Nc9c(C)nn(c9[O-])c%10ccccc%10
756828586	[O-][N+](=O)c1cc(Cl)ccc1Cl
429187348	CC/C(C)=C/CCC(C)(O)C#C
437730166	CO[Si](CCCOC(=O)C(C)=C)(OC)OC
216213680	CC(C)(c1ccc(O)cc1)c2ccc(O)cc2.OC(=O)C=C.ClCC3CO3
138689046	O=C1C=CC(=O)N1c2ccccc2
683866853	Cc1ccc(cc1)N2N=C(C)CC2=O
997830797	OB(O)c1ccc(C=O)cc1
560720113	CC(=O)CC(C)(C)c1ccccc1
780903265	CCCCCOC(=O)CC
162674613	FC(F)=C(F)Cl
629827668	CCCCCCCCCCCCOCCO
167951712	NCCCCCCCCCCC(O)=O
181608887	NC(Nc1ccc(Cl)cc1)=NC(N)=NCCCCCCN=C(N)N=C(N)Nc2ccc(Cl)cc2
870677053	C\C=C1/CC2CC1C=C2
450867000	CCN(C(=O)N(CC)c1ccccc1)c2ccccc2
919896025	CCCCOC(=O)c1ccccc1N
320438933	Oc1ccccc1C(=O)OCc2ccccc2
400997728	CCCC[Sn](CCCC)(CCCC)CCCC
840196857	[Mg++].C[O-].C[O-]
688993561	[Cd++]
884241550	O[S](=O)(=O)c1cccc2cc(Nc3ccccc3)cc(Nc4ccccc4)c12
924445069	CCC(C)(OOC(C)(C)C)OOC(C)(C)C
945327572	S(c1ccccc1)c2ccccc2
383468587	CCOCCCN[S](=O)(=O)c1ccc(Oc2cc(O)c3C(=O)c4ccccc4C(=O)c3c2N)cc1
123463629	Clc1c(Cl)c(Cl)c2C(=O)OC(=O)c2c1Cl
135422904	[Ca++].CC1=NN(c2cccc(c2)[S]([O-])(=O)=O)C(=O)C1N=Nc3cc(Cl)c(Cl)cc3[S]([O-])(=O)=O
116648123	CCO
995794063	COc1ccc(OC)cc1
843134744	C1CCC(CC1)OCCc2ccccc2
311760123	[Co++].CCC(C)(CCC(C)C)C([O-])=O.CCC(C)(CCC(C)C)C([O-])=O
181011138	C/C=C/C(=O)C1C(C)C=CCC1(C)C
633739719	O=C(OCC1CO1)c2ccc(cc2)C(=O)OCC3CO3
839929909	CCCCC/C=C/CCC=O
185384517	[Na+].[Na+].CN(CCO)c1nc(Nc2ccccc2)nc(Nc3ccc(/C=C/c4ccc(Nc5nc(Nc6ccccc6)nc(n5)N(C)CCO)cc4[S]([O-])(=O)=O)c(c3)[S]([O-])(=O)=O)n1
728410788	Cc1cc(C)c(C)c(O)c1
212575333	CC(F)(F)F
561130488	CC(C)(O)C(=O)c1ccc(OCCO)cc1
221575445	CN=C=S
142134824	CN(C(=O)N(C)c1ccccc1)c2ccccc2
538667483	O=C1CCCCCCCCCCC(=O)OCCO1
572566449	CC(C)CCCCCCCO
266291825	[Co++].CCC([O-])=O.CCC([O-])=O
266778159	CCOC(=O)C1OC1c2ccccc2
326868648	CC(C)CCCC(C)(C)O
495269677	CCC(=O)OCc1ccccc1
221628503	CC(=O)OC1(CCCCC1)C#C
633320336	CCN(CC)CC
225342954	CCCCCCCC\C=C/CCCCCCCCNCCCNCCCN
493231917	CSC
468333251	[Na+].CNC([S-])=S
400934004	Nc1cc(Cl)c(Cl)cc1Cl
821238990	Clc1cccc(n1)C(Cl)(Cl)Cl
362122798	OC(=O)c1cc2ccccc2cc1O
606132864	C\C=C/C=C.C/C=C/C=C.C1CC=CC1
180089501	CC(C)c1cccc(c1)C(C)CC=O
370561343	[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].Nc1c(N=Nc2cc(Nc3nc(Cl)nc(Nc4cccc(c4)[S](=O)(=O)CCO[S]([O-])(=O)=O)n3)ccc2[S]([O-])(=O)=O)c(cc5cc(c(N=Nc6ccc7c(cccc7[S]([O-])(=O)=O)c6[S]([O-])(=O)=O)c(O)c15)[S]([O-])(=O)=O)[S]([O-])(=O)=O
317465675	FC1CC(F)(F)C(F)(F)C1(F)F
270767907	CCCC[Sn](CCCC)(CCCC)O[Sn](CCCC)(CCCC)CCCC
345264929	CCCCC
585108354	COc1cc(\C=C\C)ccc1O
692106964	Cc1ccc(C=O)cc1C
859821907	O.CC([NH3+])c1ccccc1.C[C@@H]2O[C@@H]2[P](O)([O-])=O
587658544	[Na+].[Na+].[O-]C(=O)c1ccccc1C2=C3C=C(I)C(=O)C(=C3Oc4c(I)c([O-])c(I)cc24)I
108044342	CCCCOC(C)=O
863699453	Nc1ccc(c2ccc(N)cc2[S](O)(=O)=O)c(c1)[S](O)(=O)=O
341549980	COc1cc(C=O)cc(c1O)[N+]([O-])=O
866146615	CCN(CC)c1cccc(NC(C)=O)c1
686070738	O=[Pb]
580625951	Cc1ccccc1NC(N)=Nc2ccccc2C
357344540	CCCC(CC)COC(=O)CCc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C
758583774	CC1(C)CCCC2(C)C3CCC(C13)C2=C
621166154	Oc1ccccc1C(=O)OCCc2ccccc2
903976328	CC(COC(=O)c1ccccc1)OC(=O)c2ccccc2
291348845	[Ca++].[Ca++].[Ca++].[O-][P]([O-])([O-])=O.[O-][P]([O-])([O-])=O
814724963	CCC(C)(C)C1CCCCC1OC(C)=O
561683744	N#C[C](=[C]1CC[CH2]CC1)c2ccccc2
237260552	OC(=O)Cc1ccccc1Nc2c(Cl)cccc2Cl
599629005	[O-][N+](=O)c1ccc(CCc2ccc(cc2)[N+]([O-])=O)cc1
254616399	CC(C)(C)CC(C)(C)c1ccc(O)cc1
356482473	CCCCCCCCCc1ccc(O)cc1
762815552	COc1ccc(cc1[N+]([O-])=O)C(=O)Nc2ccc(cc2)C(N)=O
153927532	[Cl-].CCCCCCCCCCCCCCCCCC[NH+](C)C
657356243	[Br-].CCCC[N+](CCCC)(CCCC)CCCC
409127192	[OH-].[OH-].[Cd++]
290522481	Fc1ccc2O[C@@H](CCc2c1)[C@@H]3CO3.Fc4ccc5O[C@@H](CCc5c4)[C@H]6CO6.Fc7ccc8O[C@H](CCc8c7)[C@@H]9CO9.Fc%10ccc%11O[C@H](CCc%11c%10)[C@H]%12CO%12
575945748	CC(C)=CCC\C(C)=C\CO
392489260	COc1ccccc1OC
205850127	Nc1cnn(CCO)c1N.O[S](O)(=O)=O
973137822	[Na+].[Na+].[O-][S](=O)(=O)c1cccc(c1)[S]([O-])(=O)=O
417694427	CCCCOCCO[P](=O)(OCCOCCCC)OCCOCCCC
109989006	CCCCCCOC
753424115	[O-][N+](=O)c1cc(ccc1Cl)C(F)(F)F
794146299	C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
939363226	CC(C)c1ccc(cc1)C(C)CC=O
910510571	CC1CC(=CC(C)C1CO)C
449433942	CC/C(C)=C/CCC(C)(O)C=C
620266119	O=C(OCC1CO1)c2ccc(C(=O)OCC3CO3)c(c2)C(=O)OCC4CO4
314826037	CC1CC(C)(CO1)c2ccccc2
515876527	CCCCC(CC)C(=O)OCC
309080051	Oc1cccc2cccnc12
977711460	[Na+].[Na+].[Na+].CCN(c1cccc(c1)[S](=O)(=O)CCO[S]([O-])(=O)=O)c2nc(Cl)nc(Nc3ccc4C(=O)C(=N/Nc5ccc(OC)cc5[S]([O-])(=O)=O)\C(=Cc4c3)[S]([O-])(=O)=O)n2
615205860	[OH-].[OH-].[Zn++]
439220371	CCOc1ccccc1OCC
714271427	C\C=C\C
773413912	OCC(O)C(O)C(O)CO
140152787	CC(=C)C=C
179784165	CCCCCCCC/C=C/CCCCCCCCNCCCNCCCNCCCN
749057886	CC(C)CCCC(C)CCO
400742822	[Na+].[Na+].CCN1C(=C(N=Nc2ccc(cc2)[S](=O)(=O)c3ccc(cc3)N=NC4=C(O)N(CC)C(=O)C(=C4C)C[S]([O-])(=O)=O)C(=C(C[S]([O-])(=O)=O)C1=O)C)O
270439343	CC(=O)c1ccccc1
374346885	CCCCCC(O)C(/C)=C/CC
556681551	CCCCOC(=O)CCC
154001215	OC(=O)c1ccccc1C(O)=O
395714673	O=CC1CCC2C3CCC(C3)C12
981681495	CC(C)c1ccccc1C(C)C.OO
389319328	Cc1cccc(C)c1O
236693546	[Re]
569594818	CCC(O)c1ccccc1
442503128	CC(=O)c1cccc(c1)C(F)(F)F
727205858	Nc1ccc(Cl)cc1Cl
658952094	CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C
137747345	NN[S](=O)(=O)c1ccc(Oc2ccc(cc2)[S](=O)(=O)NN)cc1
318820932	[Sr++].[O-][P]([O-])([O-])=O
814870260	CC/C=C/CC/C=C/C=C
826849742	OC\C=C/CO
164079015	CCOCCOCCOCCOC(=O)C(C)=C
668083619	CC(=O)OCC1=C(N2[C@H](SC1)[C@H](N)C2=O)C(O)=O
384905937	CCCCCCCCCC(O)=O
161167260	CC(C)C
615757718	CCCC
657132457	CC
418937546	CC1(C)C2CC=C(CCC=O)C1C2
509822534	OC(=O)Cc1ccc(O)cc1
111835033	COc1ccc(COC(C)=O)cc1
796667366	[H+].[NH4+].[F-].[F-]
385772016	Nc1nc(N)nc(n1)c2ccccc2
557258032	CC(C)(C)C1CCC(CC1)OC(=O)C=C
144303026	Brc1ccc(Br)c(C=C)c1
509343934	Cc1ccccc1NC(=O)c2cc3ccccc3cc2O
335169068	COC(=O)c1nc(Cl)c(Cl)nc1N
715309929	O1[Pb]O[Pb]2O[Pb]1O2
930793910	CCCCCCCC\C=C/CCCCCCCC(=O)N(CCCC)CCCC
877444608	CC(=C)C(=O)OC1CC2CCC1(C)C2(C)C
698979926	CCCCCCCCCOC(C)=O
428926711	CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC.CCCCCCCCCCCC(CC)CCCCCCC(CC)CCCCCCC.CCC1CCC(CC)CC1.Cc2cccc(C)c2.C3CCC4CC5CCCCC5CC4C3.c6ccc7ccccc7c6.c8ccc9cc%10ccccc%10cc9c8
205958160	CCCCCCCCCCCCCC.CCc1ccccc1.c2ccccc2.c3ccc4ccccc4c3.c5ccc6cc7ccccc7cc6c5
485023251	c1ccc2ccccc2c1
850794505	Oc1ccccc1C(=O)OC2CCCCC2
629535600	CC(=C)[C@@H]1CCC(=CC1)C
157109212	CC\C=C/CCOC(=O)C\C=C/CC
420050227	CC[C@]12CC[C@H]3[C@@H](CCC4=C3CC=C(C4)OC)[C@@H]1CC[C@@H]2O
383300719	CCCCCCCCCCCC(=O)OCC(O)CO
197653060	COc1ccc(c(O)c1)C(=O)c2ccccc2
195253911	CC1CCC2C(C)(C)C3CC12CC(=C3C)C(C)=O
777813951	CCOC(=O)c1ccccc1
810413845	OC(=O)CCc1ccccc1
881564078	CC(C)=CCC\C(C)=C\C=O
903409276	CCCCCCC1CCCC1=O
159921539	CC(C)C(=O)C(C)(C)CC=C(C)C
859396792	Oc1ccc(C=C)cc1C=C
601559214	Nc1ccc(Cl)cc1O
127210294	CCOc1ccc(cc1)C(O)=O
954768591	[OH-].[OH-].[Pb++].[Pb++].[Pb++].[O-]C([O-])=O.[O-]C([O-])=O
733985607	Nc1c(Cl)cc(cc1Cl)C(F)(F)F
959749884	CNCCCN1c2ccccc2CCc3ccccc13
852478734	CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2ccnc2
343323597	CCCCCCCCC(O)CO
974070159	CCC(C)C1CCCCC1=O
811273881	COc1cc(C=O)ccc1OC(=O)C(C)C
134371381	Cc1ccccc1
708022228	[Sr++].Cc1cc(N\N=C/2C(=O)C(=Cc3ccccc23)C([O-])=O)c(cc1Cl)[S]([O-])(=O)=O
857420537	C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@@H]2O
701328570	CCc1ccc(CC(C)(C)C#N)cc1
291175637	ClCCCCCCCl
817051630	CCC(=O)OC1C=CC2C3CCC(C3)C12
